actual,predicted,predict_proba
D,S,0.91164535
D,Q,0.94679505
D,S,0.88024527
D,S,0.3735204
D,Q,0.9914631
D,Y,0.77224076
D,S,0.5950389
D,S,0.75907546
D,Y,0.41049448
D,S,0.9644016
D,Q,0.7985823
D,S,0.6208694
D,Y,0.35009775
D,S,0.9118212
D,Q,0.38984507
D,Q,0.7197608
D,S,0.5067326
D,S,0.89326245
D,S,0.45850182
D,S,0.93374646
D,S,0.5280297
D,S,0.73082584
D,S,0.61710715
D,Y,0.5541264
D,S,0.8420575
D,S,0.5094436
D,S,0.93234444
D,Q,0.43339965
D,S,0.9648505
D,S,0.55564535
D,S,0.33397895
D,S,0.6701763
D,S,0.85141903
D,Q,0.9282323
D,S,0.8176348
D,S,0.99344915
D,S,0.4036346
D,Q,0.8367951
D,S,0.62297153
D,S,0.8728441
D,S,0.7905814
D,S,0.79362345
D,Y,0.58735913
D,Q,0.98399746
D,Y,0.38224044
D,S,0.74824953
D,S,0.97779673
D,S,0.35215485
D,Y,0.46814856
D,S,0.87461597
D,S,0.8548398
D,S,0.7327529
D,Q,0.6608893
D,Y,0.9869508
D,Q,0.8442743
D,Q,0.420221
D,S,0.685737
D,Q,0.9120477
D,Q,0.7804097
D,S,0.7893273
D,S,0.40145954
D,S,0.7661946
D,S,0.8029244
D,S,0.6537069
D,Q,0.61051124
D,S,0.63968724
D,S,0.9198009
D,S,0.9636439
D,Q,0.7411389
D,S,0.8980387
D,Q,0.96885353
D,S,0.8030675
D,S,0.769636
D,S,0.6435631
D,Q,0.629272
D,Q,0.67218626
D,S,0.8083348
D,S,0.53857
D,Q,0.55748683
D,S,0.33828104
D,S,0.9123081
D,S,0.82135624
D,S,0.947158
D,Q,0.8468017
D,S,0.9725338
D,S,0.73172563
D,S,0.8680582
D,S,0.69932014
D,Q,0.8558323
D,S,0.9131424
D,S,0.32939473
D,S,0.876489
D,S,0.46296963
D,S,0.8449861
D,Q,0.9176628
D,Q,0.67975867
D,S,0.6423719
D,Q,0.6773505
D,Q,0.7027045
D,S,0.85300654
D,Q,0.9212685
D,A,0.5703863
D,S,0.6975441
D,Q,0.9584296
D,S,0.80365133
D,S,0.948711
D,S,0.4541791
D,S,0.5693696
D,Q,0.48617965
D,Q,0.7803352
D,S,0.96860564
D,S,0.54599565
D,Q,0.55136395
D,S,0.85222626
D,Q,0.3858344
D,S,0.93715066
D,S,0.5351884
D,S,0.63977325
D,S,0.8334151
D,Q,0.5480613
D,S,0.895276
D,S,0.74572545
D,Q,0.9516732
D,S,0.91519403
D,S,0.9338239
D,Y,0.8946215
D,S,0.87211555
D,S,0.7500427
D,Q,0.7257264
D,S,0.56964576
D,S,0.7185093
D,S,0.5660773
D,S,0.50822
D,S,0.9018115
D,Q,0.73285335
D,Y,0.50019467
D,S,0.89729124
D,S,0.4297704
D,Q,0.9593234
D,Q,0.49070528
D,S,0.8875501
D,S,0.34005493
D,S,0.64242244
D,Y,0.5751993
D,Q,0.9045242
D,S,0.8824136
D,S,0.56784195
D,Q,0.9314414
D,S,0.5334594
D,Y,0.6997638
D,Y,0.40543544
D,S,0.93943167
D,Q,0.7801114
D,S,0.47513387
D,S,0.63149714
D,Q,0.6785478
D,Q,0.8731775
D,S,0.5312986
D,S,0.4839962
D,S,0.78138965
D,S,0.594613
D,Q,0.71121025
D,S,0.8074923
D,S,0.83264214
D,S,0.65330386
D,S,0.7548486
D,S,0.6173156
D,S,0.5486821
D,Y,0.6795779
D,S,0.8957829
D,S,0.8986087
D,Q,0.28086904
D,S,0.58666325
D,S,0.87617683
D,Q,0.5435775
D,S,0.7567929
D,S,0.7940901
D,S,0.96164775
D,S,0.8167885
D,Q,0.7706916
D,S,0.9424963
D,S,0.8258709
D,Q,0.93573356
D,Q,0.3360061
D,Y,0.6180873
D,Y,0.91378933
D,S,0.7730081
D,S,0.4858404
D,S,0.91575783
D,S,0.96284777
D,S,0.7392498
D,S,0.69529986
D,S,0.36060908
D,Q,0.55444676
D,S,0.8960192
D,S,0.9800087
D,S,0.5314252
D,Q,0.8242802
D,Q,0.5794328
D,S,0.7080532
D,S,0.44817448
D,S,0.5087577
D,S,0.75752926
D,Y,0.36508775
D,Q,0.9716583
D,S,0.84759045
D,Q,0.99684995
D,Q,0.8539559
D,S,0.70498073
D,S,0.77747893
D,S,0.79653144
D,Y,0.5012256
D,S,0.9793926
D,Q,0.9375493
D,Q,0.5740491
D,S,0.82757705
D,Y,0.32481635
D,S,0.8905129
D,Q,0.73031694
D,Q,0.97556543
D,Q,0.90747225
D,Q,0.73949826
D,S,0.49080625
D,A,0.5762158
D,S,0.41222438
D,S,0.84983224
D,S,0.8098202
D,S,0.98164016
D,S,0.9851671
D,S,0.683181
D,S,0.96934414
D,S,0.93646425
D,S,0.596706
D,S,0.7750615
D,S,0.94242704
D,S,0.63553405
D,Y,0.662998
D,S,0.78165704
D,S,0.96980125
D,S,0.7616785
D,Q,0.8367943
D,Q,0.32001862
D,S,0.82306236
D,S,0.8352992
D,S,0.65567064
D,S,0.8732579
D,S,0.7787792
D,S,0.8864986
D,S,0.86093944
D,S,0.93317306
D,Q,0.98369724
D,S,0.94428766
E,S,0.88771427
E,S,0.6611453
E,S,0.86604893
E,S,0.8294992
E,S,0.76166886
E,S,0.8976128
E,S,0.80285966
E,Y,0.54169494
E,S,0.9187584
E,S,0.73516345
E,S,0.9741649
E,S,0.7606574
E,S,0.71811223
E,Q,0.85371083
E,S,0.91518193
E,S,0.9320319
E,S,0.6251377
E,S,0.9277613
E,S,0.9237337
E,S,0.7373338
E,S,0.904428
E,S,0.42634144
E,S,0.7780058
E,S,0.47335917
E,S,0.7658675
E,Y,0.63228303
E,S,0.5853571
E,S,0.79611135
E,S,0.691214
E,S,0.7815566
E,Q,0.8698398
E,S,0.78339964
E,S,0.85203826
E,S,0.5368201
E,Q,0.40789387
E,S,0.5397568
E,S,0.94555676
E,S,0.89550525
E,S,0.38338485
E,S,0.8272988
E,Q,0.9600911
E,S,0.7721941
E,S,0.87632966
E,S,0.43623832
E,Y,0.43078044
E,S,0.79323965
E,S,0.6349506
E,S,0.5609661
E,S,0.7075241
E,S,0.7962684
E,S,0.7748093
E,S,0.8444953
E,S,0.6964736
E,S,0.8974274
E,S,0.7251966
E,S,0.9548076
E,S,0.94402295
E,S,0.7978074
E,S,0.9285793
E,S,0.44982162
E,Y,0.547209
E,Y,0.86253655
E,S,0.74305505
E,S,0.8991655
E,S,0.6723951
E,S,0.80589217
E,S,0.72172225
E,S,0.76996547
E,S,0.87057775
E,S,0.8469515
E,S,0.93918204
E,Y,0.58932257
E,S,0.8613914
E,S,0.7409061
E,Q,0.818041
E,S,0.74003166
E,S,0.8867532
E,S,0.81522506
E,S,0.9314501
E,S,0.6030927
E,Y,0.77468026
E,S,0.9316236
E,S,0.83229566
E,S,0.7780941
E,S,0.89314234
E,S,0.8930465
E,Q,0.6416495
E,Y,0.48515895
E,Y,0.48954612
E,Y,0.3787095
E,Q,0.7240388
E,Q,0.92513746
E,S,0.7573691
E,S,0.7509447
E,S,0.7298976
E,S,0.8070875
E,S,0.7359574
E,S,0.8375022
E,S,0.5623071
E,S,0.8342701
E,Y,0.45249873
E,S,0.78277516
E,S,0.75292677
E,S,0.66424805
E,S,0.7714795
E,S,0.6325475
E,S,0.784011
E,Q,0.67019767
E,S,0.84517604
E,S,0.86341476
E,S,0.74794644
E,S,0.72243834
E,S,0.8766961
E,Q,0.6382319
E,S,0.8550075
E,S,0.71933156
E,S,0.90629464
E,S,0.723785
E,Y,0.76550525
E,S,0.6915725
E,S,0.7407058
E,Y,0.71205074
E,S,0.7351804
E,A,0.8117069
E,Q,0.9988121
E,S,0.40993375
E,S,0.68596596
E,S,0.788557
E,S,0.9272049
E,S,0.80079234
E,S,0.8079692
E,S,0.9240165
E,S,0.7386805
E,S,0.838035
E,S,0.8006399
E,S,0.8279303
E,S,0.77970916
E,S,0.8305024
E,S,0.9189006
E,S,0.82390827
E,S,0.9078925
E,Y,0.82152516
E,S,0.5538155
E,S,0.80976593
E,S,0.5411497
E,S,0.843385
E,S,0.9158063
E,S,0.84373057
E,S,0.89343315
E,S,0.8114001
E,S,0.8488664
E,S,0.66011804
E,S,0.68711084
E,S,0.6466289
E,Y,0.90117216
E,Y,0.8079284
E,Q,0.97368026
E,S,0.9163052
E,S,0.93515116
E,S,0.8042779
E,S,0.9622604
E,S,0.8089464
E,S,0.80325276
E,S,0.90581113
E,S,0.9162529
E,S,0.78585327
E,S,0.6420391
E,S,0.83023465
E,S,0.95772284
E,S,0.4588969
E,S,0.5400218
E,S,0.79513186
E,S,0.598414
E,S,0.681732
E,S,0.8234287
E,S,0.7539627
E,S,0.82740325
E,S,0.82725817
E,S,0.5181452
E,S,0.77648985
E,S,0.67146426
E,S,0.9209991
E,S,0.8573629
E,S,0.8792383
E,S,0.8587945
E,S,0.5966834
E,S,0.8794636
E,S,0.79901445
E,Q,0.41367078
E,S,0.8342516
E,Y,0.6608023
E,S,0.9108323
E,S,0.8216495
E,Y,0.724602
E,S,0.54510623
E,S,0.76175946
E,S,0.75930965
E,S,0.9032683
E,S,0.42459705
E,S,0.8745538
E,S,0.763842
E,S,0.9264672
E,S,0.97459227
E,Y,0.79935944
E,S,0.7881523
E,Q,0.83905846
E,S,0.57192296
E,S,0.83366406
E,S,0.74245435
E,Y,0.46141502
E,S,0.7975746
E,S,0.8766514
E,S,0.9041632
E,S,0.58027875
E,Q,0.9943606
E,S,0.7396267
E,S,0.7444888
E,S,0.6408216
E,S,0.835005
E,S,0.8993823
E,S,0.800033
E,S,0.90947133
E,S,0.85532165
E,S,0.8738238
E,S,0.98513085
E,S,0.8835207
E,S,0.822285
E,S,0.8674051
E,S,0.92397213
E,S,0.7035059
E,S,0.8482403
E,Q,0.4691037
E,Q,0.73598933
E,S,0.744335
E,S,0.78043
E,Y,0.5375629
E,Y,0.4798456
E,S,0.794482
E,S,0.8167208
E,Y,0.5791205
E,S,0.8238865
E,S,0.9048645
E,S,0.8722994
E,S,0.7449207
E,S,0.5748807
E,Y,0.45759496
E,S,0.7599539
E,S,0.8873668
E,S,0.7716553
E,S,0.7975233
E,S,0.8955024
E,S,0.6191361
E,S,0.8716962
E,S,0.65960985
E,S,0.7285911
E,S,0.37164134
E,S,0.6879692
E,S,0.5375024
E,S,0.67579085
E,S,0.8392673
E,S,0.43112445
E,Q,0.9482253
E,S,0.5501814
E,S,0.8014087
E,S,0.57997173
E,S,0.7256804
E,S,0.5645003
E,S,0.86066717
E,Q,0.45354095
E,S,0.7722711
E,S,0.77590495
E,S,0.82422405
E,S,0.7706474
E,S,0.960036
E,S,0.7474557
E,A,0.57728744
E,S,0.77920103
E,S,0.79190373
E,S,0.78517693
E,S,0.93486387
E,Q,0.84123605
E,S,0.83365464
E,Y,0.47625107
E,Q,0.9959084
E,S,0.4011477
E,S,0.8542231
E,S,0.9179746
E,S,0.7617537
E,Y,0.947743
E,Q,0.9469198
E,S,0.7534019
E,Q,0.45126265
E,S,0.7596439
E,S,0.7838707
E,S,0.51767254
E,Y,0.9444576
E,S,0.9440622
E,S,0.96296716
E,S,0.41884845
E,S,0.80062854
E,S,0.8706049
E,S,0.9629779
E,Q,0.35762897
E,S,0.7793106
E,S,0.71563137
E,S,0.7256068
E,S,0.4678738
E,S,0.87112254
E,S,0.7881563
E,S,0.989661
E,S,0.52426356
E,S,0.78378206
E,S,0.8400412
E,S,0.73487425
E,S,0.8550426
E,S,0.90936565
E,S,0.76599514
E,S,0.9107236
E,S,0.74467707
E,S,0.724008
E,S,0.7172873
E,S,0.87296546
E,S,0.9556346
E,S,0.88704014
E,S,0.90111053
E,Q,0.90732247
E,S,0.82816994
E,S,0.6912023
E,S,0.91430265
E,S,0.90358174
E,S,0.6834383
E,S,0.94301885
E,S,0.6820961
E,S,0.41789326
E,S,0.82178456
E,S,0.8706185
E,Q,0.48543748
E,S,0.9448262
E,S,0.87244797
E,Q,0.6904032
E,S,0.8201183
E,S,0.79139155
E,S,0.79432136
E,S,0.89437103
E,Q,0.91504556
E,S,0.82312286
E,S,0.6285747
E,S,0.62647474
E,S,0.8791098
E,S,0.81395185
E,S,0.43147188
E,Q,0.42495972
E,S,0.6588129
E,S,0.72069377
E,S,0.69327503
E,Y,0.6263519
E,S,0.342939
E,S,0.83846974
E,S,0.8767667
E,S,0.88836616
E,A,0.6088662
E,Y,0.9126431
E,S,0.649661
E,Y,0.4330855
E,Y,0.704608
E,S,0.67718047
E,S,0.55346394
E,Y,0.57400495
E,S,0.9037318
E,S,0.74720895
E,S,0.7116824
E,S,0.71901584
E,S,0.5030795
E,S,0.75324994
E,S,0.6133747
E,S,0.5012376
E,S,0.75817084
E,Y,0.28588063
E,S,0.49731877
E,S,0.63019574
E,S,0.9200216
E,S,0.770765
E,S,0.9109797
E,S,0.58926666
E,S,0.51820153
E,S,0.8909674
E,S,0.54691696
E,S,0.8387486
E,S,0.8521331
E,S,0.8746805
E,Q,0.9783159
E,S,0.88169014
E,Q,0.6032143
E,S,0.83787555
E,S,0.75143385
E,S,0.8406552
E,S,0.88938665
E,S,0.6910471
E,S,0.85427123
E,S,0.86652184
F,Q,0.94651914
F,S,0.73439574
F,A,0.5153107
F,Q,0.9210627
F,A,0.59152347
F,S,0.40830675
F,Q,0.4941442
F,A,0.56117654
F,S,0.9008622
F,S,0.70948493
F,Q,0.70574534
F,Q,0.908527
F,Q,0.9660049
F,Q,0.97926545
F,S,0.86552036
F,Q,0.7190477
F,Q,0.41760364
F,Q,0.96156585
F,Q,0.88136166
F,Q,0.620854
F,Q,0.996949
F,Q,0.5298421
F,S,0.42967767
F,Q,0.6983647
F,S,0.71078384
F,S,0.73001856
F,Q,0.6317597
F,Q,0.72324187
F,Q,0.9989182
F,S,0.8797418
F,Q,0.88378894
F,Q,0.86477304
F,Q,0.9909155
F,S,0.6868798
F,S,0.8424406
F,Q,0.5964267
F,Q,0.81186587
F,S,0.41131663
F,Y,0.30143356
F,Y,0.41634196
F,Y,0.75440514
F,Q,0.8902029
F,Y,0.45837474
F,Q,0.90157336
F,O,0.6358753
F,Q,0.8704959
F,Q,0.999228
F,Q,0.61292446
F,Q,0.94424164
F,S,0.3892076
F,S,0.5459028
F,S,0.43463406
F,Q,0.9896661
F,S,0.9108804
F,S,0.7727212
F,Q,0.30176243
F,Q,0.66163486
F,Q,0.9655379
F,Q,0.83560455
F,S,0.93562365
F,Q,0.9980775
F,Q,0.9778161
F,S,0.9207242
F,Q,0.987847
F,Q,0.97302294
F,Q,0.97714645
F,Q,0.9737535
F,Q,0.9411413
F,Q,0.9995296
F,Q,0.66846377
F,S,0.85489166
F,S,0.9209258
F,Q,0.95709383
F,Q,0.98606175
F,S,0.8866689
F,Q,0.4028282
F,Q,0.84644043
F,Q,0.9198003
F,S,0.78756607
F,Q,0.92285216
F,Q,0.7036675
F,Q,0.78228897
F,Q,0.99891806
F,Q,0.7804792
F,Q,0.99590504
F,S,0.8158312
F,S,0.6504096
F,S,0.31267783
F,Q,0.964586
F,Q,0.9647068
F,S,0.42924663
F,Q,0.9892793
F,S,0.9829117
F,Q,0.33084208
F,Q,0.6117792
F,S,0.46739414
F,Q,0.9052881
F,S,0.7577277
F,S,0.773629
F,Q,0.96933013
F,Q,0.9245093
F,Q,0.9961976
F,Q,0.9994998
F,S,0.82699835
F,S,0.4880446
F,S,0.55896664
F,S,0.5783387
F,S,0.527432
F,S,0.8627122
F,Q,0.9527887
F,S,0.85500646
F,S,0.36900115
F,Q,0.7615437
F,S,0.5682409
F,Q,0.9721664
F,S,0.8521432
F,S,0.7990749
F,Q,0.76828885
F,Y,0.5243458
F,Q,0.8645917
F,S,0.822146
F,Q,0.90631264
F,Q,0.9948397
F,Q,0.99571
F,S,0.92436194
F,S,0.6774888
F,S,0.95763844
F,Q,0.5747839
F,Q,0.8215801
F,O,0.36747113
F,Q,0.88040686
F,Q,0.5104685
F,S,0.95465165
F,Q,0.89596057
F,Q,0.8827802
F,Q,0.4134337
F,Q,0.8287183
F,Q,0.67907447
F,Q,0.99769104
F,S,0.9623974
F,S,0.7857061
F,Q,0.83180475
F,Q,0.9883504
F,S,0.98076516
F,Q,0.5866607
F,S,0.6199261
F,S,0.64950854
F,A,0.3802026
F,Q,0.9865427
F,S,0.5245518
F,Q,0.8765195
F,Q,0.86327446
F,Q,0.82175964
F,Q,0.9832176
F,Q,0.8497149
F,Y,0.3279167
F,Q,0.4945152
F,Q,0.7233469
F,Q,0.86332655
F,Q,0.99722123
F,S,0.85002065
F,Q,0.9710713
F,S,0.67399204
F,Q,0.7624354
F,S,0.80239475
F,Q,0.9794288
F,Q,0.9940432
F,S,0.43072706
F,Q,0.6770603
F,A,0.67007387
F,Y,0.345592
F,Q,0.99747986
F,S,0.7460165
F,Q,0.9823271
F,S,0.8089025
F,Q,0.800981
F,Q,0.99915326
F,S,0.63089335
F,Q,0.8265987
F,Q,0.79408056
F,S,0.72152126
F,Q,0.55585134
F,Q,0.98677284
F,Q,0.48182943
F,S,0.66675997
F,Q,0.8848905
F,S,0.7588656
F,Q,0.57020736
F,Q,0.943131
F,Q,0.8069973
F,Q,0.79807425
F,S,0.3325183
F,S,0.33317855
F,Q,0.8718717
F,S,0.8159003
F,S,0.8340407
F,S,0.42051372
F,O,0.806259
F,Q,0.9921383
F,Q,0.9671919
F,Q,0.8376268
F,S,0.35295078
F,S,0.8681465
F,S,0.75144595
F,S,0.7953846
F,Q,0.6039396
F,Q,0.5973627
F,S,0.6285427
F,Q,0.99123096
F,Q,0.93729067
F,Q,0.84833544
F,S,0.587957
F,Q,0.6459517
F,S,0.5495247
F,Q,0.97019356
F,Q,0.9013849
F,Q,0.4533451
F,Y,0.4957665
F,S,0.6352248
F,S,0.35458294
F,Q,0.9575293
F,S,0.85755324
F,Q,0.9996747
F,Q,0.9952231
F,Q,0.58221143
F,Q,0.81115305
F,Y,0.70545125
F,S,0.76998335
F,Q,0.9393595
F,S,0.7353297
F,Q,0.8881392
F,S,0.9231928
F,Q,0.99447566
F,Q,0.6074375
F,Q,0.895566
F,Q,0.8284468
F,Q,0.94514966
F,Q,0.36021078
F,S,0.3488069
F,Q,0.99287766
F,Q,0.88352484
F,S,0.40901768
F,Q,0.9950665
F,Q,0.90867156
F,S,0.8237591
F,Q,0.4588922
F,Q,0.99780506
F,S,0.660312
F,Q,0.49488264
F,S,0.7367763
F,Q,0.6314104
F,S,0.39394426
F,S,0.6915751
F,Q,0.805753
F,Q,0.95031554
F,Q,0.81377995
F,Q,0.96475405
F,S,0.7194792
F,Q,0.51047117
F,Q,0.7878012
F,Q,0.99830294
F,Q,0.50699586
F,Q,0.40750086
F,Q,0.4050518
F,Q,0.9023345
F,S,0.58063626
F,S,0.8921753
F,S,0.9310308
F,S,0.958008
F,Q,0.9953296
F,S,0.4417233
F,Q,0.805917
F,S,0.96504986
F,S,0.6806649
F,Q,0.9011261
F,S,0.7337702
F,S,0.90728545
F,Q,0.9790902
F,Q,0.9929351
F,S,0.8731653
F,Q,0.69981974
F,Q,0.99511623
F,Q,0.84225655
F,Y,0.38218594
F,S,0.8842313
F,S,0.37851802
F,Y,0.6034514
F,Q,0.9857109
F,S,0.6294701
F,Q,0.71346676
F,S,0.426464
F,Q,0.96297354
F,Q,0.7131689
F,Q,0.39325178
F,Q,0.971874
F,Q,0.98926896
F,S,0.7729166
F,S,0.77828634
F,S,0.6292112
F,S,0.8787861
F,Q,0.8664858
F,Q,0.9665061
F,Q,0.9449557
F,S,0.699041
F,Q,0.45949787
F,Q,0.28479773
F,Q,0.9972915
F,S,0.75212365
F,S,0.859379
F,S,0.79213107
F,Q,0.66538316
F,Q,0.76282865
F,S,0.6025698
F,S,0.7486497
F,Q,0.94148564
F,Q,0.7406474
F,Q,0.9404637
F,Q,0.27044427
F,A,0.5039705
F,O,0.3327069
F,S,0.87048805
F,S,0.740858
F,S,0.70367485
F,Y,0.86488366
F,Q,0.9888115
F,Q,0.9658699
F,S,0.6242374
F,S,0.7904019
F,Q,0.90118146
F,S,0.86861074
F,Y,0.45017198
F,Y,0.92918205
F,S,0.81787175
F,S,0.76649594
F,Q,0.80642503
F,Q,0.99591655
F,Q,0.59017104
F,S,0.81691575
F,Q,0.5644009
F,Q,0.9962011
F,Q,0.76933074
F,Y,0.77790403
F,Q,0.37035048
F,Q,0.9856559
F,Q,0.9866682
F,S,0.75613254
F,S,0.95994365
F,Q,0.66945636
F,S,0.5987473
F,Q,0.95435745
F,Y,0.76917017
F,Q,0.92020774
F,Q,0.942329
F,Q,0.9005819
F,Q,0.9306602
F,Q,0.99531484
F,Q,0.58056664
F,Q,0.66468585
F,Q,0.94779044
F,Q,0.8728219
F,S,0.9420791
F,Q,0.64919126
F,Q,0.9978759
F,Q,0.37163252
F,S,0.7419791
F,Q,0.91721576
F,Q,0.8697658
F,Y,0.68267214
F,Q,0.9979723
F,Q,0.72801673
F,Q,0.7415135
F,Q,0.9155571
F,S,0.43391496
F,Q,0.96508414
F,Q,0.8231956
F,S,0.2809551
F,Q,0.98029137
F,Q,0.859743
F,S,0.7912235
F,S,0.70973927
F,Q,0.8942791
F,Y,0.32783428
F,S,0.62328273
F,Q,0.86682904
F,Q,0.52416444
F,Y,0.52703846
F,S,0.40318003
F,Q,0.96822304
F,Q,0.54392457
F,Q,0.9736353
F,Q,0.47684637
F,Q,0.86177063
F,Q,0.8042837
F,Q,0.9679965
F,Q,0.9995945
F,S,0.3834761
F,A,0.581599
F,Q,0.6914856
F,Q,0.8014191
F,Q,0.9252438
G,Q,0.95032895
G,Q,0.99033797
G,Q,0.99663275
G,Q,0.46586457
G,S,0.79560864
G,Q,0.4956462
G,Q,0.9861145
G,S,0.9515089
G,Q,0.9953701
G,Q,0.9986921
G,S,0.4648314
G,Q,0.38133034
G,Q,0.829535
G,S,0.2782992
G,Q,0.65104365
G,S,0.81058425
G,S,0.38234907
G,Q,0.92223275
G,Q,0.95704657
G,O,0.4607086
G,Q,0.9837018
G,Q,0.99965215
G,S,0.6772029
G,Q,0.9278266
G,Y,0.4190391
G,Q,0.96344006
G,O,0.7685162
G,Q,0.6135615
G,Q,0.99886996
G,Q,0.9972486
G,Q,0.908516
G,Q,0.7923461
G,S,0.5186628
G,Q,0.48426428
G,Q,0.915914
G,S,0.8404447
G,Q,0.8372256
G,Q,0.6554178
G,Q,0.61955076
G,S,0.764475
G,Q,0.9753965
G,O,0.64115477
G,S,0.76654357
G,Q,0.81566906
G,Q,0.953335
G,Q,0.58462983
G,Q,0.9671388
G,Q,0.98574543
G,Q,0.3328286
G,O,0.8196497
G,Q,0.9762081
G,S,0.92908496
G,Q,0.8529471
G,S,0.7545761
G,Y,0.37979934
G,S,0.8382773
G,Q,0.922322
G,Q,0.9923023
G,Q,0.94648504
G,Q,0.66558015
G,Q,0.820893
G,S,0.9790998
G,O,0.91685
G,Q,0.983053
G,S,0.35333952
G,Q,0.7979601
G,S,0.9068699
G,Q,0.5298532
G,Q,0.8524656
G,Y,0.73171717
G,Q,0.4422174
G,Q,0.9382711
G,Q,0.5312777
G,Q,0.9981494
G,S,0.37712905
G,S,0.62163717
G,Q,0.6277164
G,Q,0.98247194
G,S,0.858989
G,Q,0.9650786
G,Q,0.9943111
G,Q,0.8884146
G,S,0.9553172
G,Q,0.9972263
G,Q,0.9132067
G,Y,0.5668143
G,Q,0.9976476
G,A,0.5683087
G,S,0.50895965
G,Q,0.7109935
G,Y,0.4016997
G,S,0.88452417
G,S,0.69297165
G,S,0.8691119
G,Q,0.71318984
G,O,0.9448457
G,Q,0.9992913
G,Q,0.9709112
G,S,0.70142055
G,Y,0.5201155
G,Q,0.5365555
G,Q,0.99936754
G,Q,0.6220729
G,Q,0.797552
G,A,0.5468653
G,Q,0.98277366
G,Q,0.96091914
G,S,0.81130695
G,Q,0.7679192
G,A,0.5258697
G,S,0.67546064
G,Q,0.9397664
G,Q,0.9853672
G,S,0.91439104
G,S,0.9235443
G,Q,0.9998086
G,O,0.6212804
G,S,0.6857982
G,S,0.49421299
G,Q,0.8731402
G,S,0.473512
G,Q,0.99810326
G,Q,0.7330983
G,S,0.6627169
G,A,0.5375711
G,S,0.865185
G,Q,0.49321467
G,Q,0.9604054
G,Q,0.7586766
G,Q,0.7766468
G,Q,0.34997836
G,Q,0.8917444
G,Q,0.7544482
G,S,0.90141773
G,Q,0.9594945
G,Q,0.9639501
G,S,0.7245725
G,Q,0.59498614
G,Q,0.9456007
G,Q,0.96117854
G,Q,0.9999852
G,Q,0.99165887
G,Q,0.953788
G,O,0.94157124
G,Q,0.6796358
G,Q,0.99468404
G,Q,0.74194413
G,Q,0.64737433
G,S,0.8482194
G,Q,0.9998754
G,Q,0.6546716
G,Q,0.99787486
G,Q,0.70573986
G,Q,0.98021173
G,Q,0.9995977
G,Q,0.80504596
G,Q,0.9855747
G,Q,0.6672641
G,Q,0.99984884
G,Q,0.9203533
G,Q,0.9877165
G,Q,0.9971112
G,Q,0.98427886
G,Q,0.9543013
G,Q,0.9539717
G,Y,0.39137128
G,S,0.9777305
G,O,0.4291162
G,S,0.7099865
G,Q,0.9971751
G,Q,0.9955205
G,Q,0.9631755
G,Q,0.53308374
G,Q,0.9572423
G,A,0.58971816
G,Q,0.9989213
G,Q,0.99692684
G,Q,0.96496624
G,Q,0.9262642
G,Q,0.92801976
G,Q,0.52573746
G,Q,0.9795497
G,Q,0.9687505
G,Q,0.9540573
G,Q,0.67625046
G,Q,0.7478761
G,S,0.71653247
G,Q,0.8746042
G,Q,0.519258
G,Q,0.88949025
G,Q,0.73226583
G,S,0.79252213
G,Q,0.8680379
G,S,0.54532826
G,Q,0.47217074
G,Q,0.6694564
G,Q,0.80994326
G,Q,0.971903
G,S,0.72534746
G,Q,0.82531184
G,Q,0.9644659
G,S,0.86982095
G,Q,0.93141514
G,Q,0.9916082
G,Q,0.8587471
G,S,0.8694216
G,Q,0.9997979
G,Q,0.98001456
G,Q,0.95840275
G,Q,0.99432445
G,Q,0.7226941
G,Q,0.9536563
G,Q,0.97947925
G,S,0.667839
G,O,0.90887016
G,Q,0.96573615
G,Q,0.99512154
G,S,0.6996348
G,Q,0.3437457
G,O,0.91987604
G,Q,0.9674407
G,S,0.42503512
G,Q,0.99452597
G,Q,0.641583
G,Q,0.9700504
G,Q,0.9643123
G,Q,0.5654848
G,Q,0.99971086
G,S,0.91798204
G,S,0.739774
G,Q,0.5252183
G,A,0.5906296
G,Q,0.58853465
G,O,0.9965932
G,S,0.96555996
G,Q,0.9996997
G,Q,0.96084774
G,Q,0.9940696
G,Q,0.9807341
G,Q,0.9982035
G,Q,0.6032568
G,S,0.9120061
G,S,0.60862964
G,Q,0.967727
G,Q,0.96410185
G,Q,0.9961229
G,O,0.76805687
G,S,0.93185353
G,Q,0.9957852
G,S,0.4361309
G,Q,0.58459055
G,S,0.5520281
G,O,0.88100785
G,A,0.67837214
G,S,0.795087
G,Q,0.9988085
G,S,0.5987437
G,Q,0.9689031
G,Q,0.84545153
G,Q,0.87530446
G,Q,0.97443545
G,Q,0.31878522
G,Q,0.96832955
G,S,0.42818892
G,Q,0.9921503
G,Q,0.8896577
G,Q,0.8108282
G,S,0.47403893
G,S,0.6150327
G,Q,0.6497323
G,Q,0.93374664
G,S,0.8971497
G,S,0.5790851
G,Q,0.9979119
G,Q,0.95355105
G,S,0.3525306
G,Q,0.85341805
G,Q,0.41931418
G,Q,0.80944127
G,S,0.6434657
G,S,0.8905476
G,O,0.5078208
G,Q,0.8565215
G,Q,0.9995974
G,Q,0.8008703
G,S,0.72185105
G,A,0.43959793
G,Q,0.40347427
G,Q,0.9271923
G,Q,0.93557876
G,Q,0.7931065
G,O,0.77283484
G,Q,0.65351236
G,Y,0.60239995
G,S,0.70989245
